layer_idx,best_loss,name
0,1.205800239963887e-07,('self_attn.q_proj', 'self_attn.k_proj', 'self_attn.v_proj')
20,0.00016368871124891135,('mlp.gate_proj', 'mlp.up_proj')
20,0.0001853039631476769,('mlp.down_proj',)
21,4.413838211733561e-05,('self_attn.q_proj', 'self_attn.k_proj', 'self_attn.v_proj')
21,0.0001721104750266442,('mlp.gate_proj', 'mlp.up_proj')
21,0.00016820284609611217,('mlp.down_proj',)
22,3.943660009938937e-05,('self_attn.q_proj', 'self_attn.k_proj', 'self_attn.v_proj')
22,0.00019171186364614048,('mlp.gate_proj', 'mlp.up_proj')
22,0.00015698929245655353,('mlp.down_proj',)
23,4.9167950279437576e-05,('self_attn.q_proj', 'self_attn.k_proj', 'self_attn.v_proj')
23,0.00020705157747635475,('mlp.gate_proj', 'mlp.up_proj')
23,0.00015430310024664953,('mlp.down_proj',)
24,5.1304192927021244e-05,('self_attn.q_proj', 'self_attn.k_proj', 'self_attn.v_proj')
24,0.00023976676166057587,('mlp.gate_proj', 'mlp.up_proj')
24,0.00015994947976790942,('mlp.down_proj',)
25,5.441870755301072e-05,('self_attn.q_proj', 'self_attn.k_proj', 'self_attn.v_proj')
25,0.0002772991473858173,('mlp.gate_proj', 'mlp.up_proj')
25,0.0001936693604175861,('mlp.down_proj',)
26,5.564317107200623e-05,('self_attn.q_proj', 'self_attn.k_proj', 'self_attn.v_proj')
26,0.0003161079035355495,('mlp.gate_proj', 'mlp.up_proj')
26,0.00020358563902286384,('mlp.down_proj',)
27,7.969497774656003e-05,('self_attn.q_proj', 'self_attn.k_proj', 'self_attn.v_proj')
27,0.0004073259349052723,('mlp.gate_proj', 'mlp.up_proj')
27,0.00026186899496958806,('mlp.down_proj',)
28,0.00012264223052905156,('self_attn.q_proj', 'self_attn.k_proj', 'self_attn.v_proj')
28,0.0004919181076379923,('mlp.gate_proj', 'mlp.up_proj')
28,0.00038335695862770083,('mlp.down_proj',)
29,0.0003272155156502357,('self_attn.q_proj', 'self_attn.k_proj', 'self_attn.v_proj')
29,0.0006507812784268305,('mlp.gate_proj', 'mlp.up_proj')
29,0.0004744997391333947,('mlp.down_proj',)
30,0.00040208382102159356,('self_attn.q_proj', 'self_attn.k_proj', 'self_attn.v_proj')
30,0.0010101804366478553,('mlp.gate_proj', 'mlp.up_proj')
30,0.0012763085273595957,('mlp.down_proj',)
31,0.000444765560902082,('self_attn.q_proj', 'self_attn.k_proj', 'self_attn.v_proj')
31,0.0011815428733825684,('mlp.gate_proj', 'mlp.up_proj')
31,0.008285586650554951,('mlp.down_proj',)
